node_id,paper_ref,direct_predecessors,legacy_files,legacy_declarations,normalized_input,normalized_outcomes,observed_legacy_ct_ids,required_features,new_file,parity_module,legacy_kernel,new_kernel,parity_status,math_status,work_status,web_evidence,status,blocker
71,original_erdos_64_proof.tex node 71,70,,,node 70 residual,certificate-label decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node71.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node71.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
72,original_erdos_64_proof.tex node 72,71,,,node 71 residual,B2 ledger decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node72.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node72.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
73,original_erdos_64_proof.tex node 73,72,,,node 72 residual,minimal Type B overlap residual,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node73.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node73.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
74,original_erdos_64_proof.tex node 74,72,,,node 72 residual,B2 bridge reduction,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node74.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node74.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
75,original_erdos_64_proof.tex node 75,71|73,,,nodes 71|73 join,bridge fan-mass accounting,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node75.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node75.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
76,original_erdos_64_proof.tex node 76,74|75,,,nodes 74|75 join,Type B deficit closure,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node76.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node76.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
77,original_erdos_64_proof.tex node 77,76,,,node 76 residual,Type B route-eight continuation,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node77.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node77.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
78,original_erdos_64_proof.tex node 78,68,,,node 68 residual,degree-four branch,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node78.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node78.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
79,original_erdos_64_proof.tex node 79,78,,,node 78 residual,degree-four fan profile,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node79.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node79.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
80,original_erdos_64_proof.tex node 80,79,,,node 79 residual,degree-four certificate decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node80.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node80.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
81,original_erdos_64_proof.tex node 81,80,,,node 80 residual,degree-four B2 ledger decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node81.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node81.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
82,original_erdos_64_proof.tex node 82,81,,,node 81 residual,degree-four paid closure,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node82.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node82.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
83,original_erdos_64_proof.tex node 83,81,,,node 81 residual,degree-four overlap residual,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node83.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node83.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
84,original_erdos_64_proof.tex node 84,80|83,,,nodes 80|83 join,degree-four fan-mass route,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node84.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node84.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
85,original_erdos_64_proof.tex node 85,82|84,,,nodes 82|84 join,degree-four Type B closure,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node85.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node85.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
86,original_erdos_64_proof.tex node 86,63,,,node 63 residual,Type A zero-surplus support,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node86.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node86.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
87,original_erdos_64_proof.tex node 87,86,,,node 86 residual,bounded subcubic P13-free support,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node87.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node87.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
88,original_erdos_64_proof.tex node 88,87,,,node 87 residual,receiver threshold bounds,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node88.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node88.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
89,original_erdos_64_proof.tex node 89,88|102,,,nodes 88|102 join,receiver saturation decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node89.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node89.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
90,original_erdos_64_proof.tex node 90,89,,,node 89 residual,unsaturated receiver branch,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node90.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node90.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
91,original_erdos_64_proof.tex node 91,90,,,node 90 residual,three-seven-eleven charge bound,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node91.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node91.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
92,original_erdos_64_proof.tex node 92,91,,,node 91 residual,unsaturated Type A closure,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node92.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node92.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
93,original_erdos_64_proof.tex node 93,89,,,node 89 residual,visible receiver-entry decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node93.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node93.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
94,original_erdos_64_proof.tex node 94,93,,,node 93 residual,silent excess lower bound,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node94.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node94.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
95,original_erdos_64_proof.tex node 95,93,,,node 93 residual,Mersenne-return exit decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node95.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node95.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
96,original_erdos_64_proof.tex node 96,95,,,node 95 residual,Mersenne target terminal,,ct.ct1|graph.ct1,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node96.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node96.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
97,original_erdos_64_proof.tex node 97,95,,,node 95 residual,power-of-two-theta exit decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node97.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node97.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
98,original_erdos_64_proof.tex node 98,97,,,node 97 residual,theta target terminal,,ct.ct1|graph.ct1,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node98.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node98.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
99,original_erdos_64_proof.tex node 99,97,,,node 97 residual,P13 collision exit decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node99.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node99.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
100,original_erdos_64_proof.tex node 100,99,,,node 99 residual,label-collision terminal,,ct.ct1|graph.ct1,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node100.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node100.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
101,original_erdos_64_proof.tex node 101,94|99,,,nodes 94|99 join,target-defect exit decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node101.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node101.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
102,original_erdos_64_proof.tex node 102,101,,,node 101 residual,target-defect peeling step,,ct.ct12|graph.ct12,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node102.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node102.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
103,original_erdos_64_proof.tex node 103,101,,,node 101 residual,response-compression exit decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node103.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node103.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
104,original_erdos_64_proof.tex node 104,103,,,node 103 residual,uncompressibility terminal,,ct.ct3|graph.ct3,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node104.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node104.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
105,original_erdos_64_proof.tex node 105,103,,,node 103 residual,delocalization exit decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node105.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node105.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
106,original_erdos_64_proof.tex node 106,105,,,node 105 residual,delocalization terminal,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node106.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node106.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
107,original_erdos_64_proof.tex node 107,105,,,node 105 residual,decorated Type B exit decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node107.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node107.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
108,original_erdos_64_proof.tex node 108,107,,,node 107 residual,Type B return,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node108.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node108.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
109,original_erdos_64_proof.tex node 109,107,,,node 107 residual,route-eight residual,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node109.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node109.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
110,original_erdos_64_proof.tex node 110,77|109,,,nodes 77|109 join,canonical route-eight profile,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node110.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node110.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
111,original_erdos_64_proof.tex node 111,110,,,node 110 residual,global Type A collection extraction,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node111.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node111.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
112,original_erdos_64_proof.tex node 112,111,,,node 111 residual,route-eight basin burden,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node112.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node112.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
113,original_erdos_64_proof.tex node 113,112,,,node 112 residual,large-budget Type A deficit,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node113.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node113.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
114,original_erdos_64_proof.tex node 114,113,,,node 113 residual,minimal target-complete carrier core,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node114.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node114.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
115,original_erdos_64_proof.tex node 115,114,,,node 114 residual,small carrier-core decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node115.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node115.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
116,original_erdos_64_proof.tex node 116,115,,,node 115 residual,existing exits terminal,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node116.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node116.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
117,original_erdos_64_proof.tex node 117,115,,,node 115 residual,two-carrier decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node117.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node117.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
118,original_erdos_64_proof.tex node 118,117,,,node 117 residual,two-carrier route-eight entry,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node118.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node118.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
119,original_erdos_64_proof.tex node 119,117,,,node 117 residual,private-carrier branch,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node119.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node119.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
120,original_erdos_64_proof.tex node 120,119,,,node 119 residual,private-carrier upper budget,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node120.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node120.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
121,original_erdos_64_proof.tex node 121,120,,,node 120 residual,basin lower budget,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node121.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node121.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
122,original_erdos_64_proof.tex node 122,121,,,node 121 residual,private-carrier contradiction,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node122.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node122.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
123,original_erdos_64_proof.tex node 123,118,,,node 118 residual,target-defect pressure descent,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node123.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node123.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
124,original_erdos_64_proof.tex node 124,123,,,node 123 residual,two-carrier no-go terminal,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node124.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node124.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
125,original_erdos_64_proof.tex node 125,20,,,node 20 residual,sparse-pressure survivor,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node125.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node125.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
126,original_erdos_64_proof.tex node 126,125,,,node 125 residual,sparse envelope,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node126.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node126.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
127,original_erdos_64_proof.tex node 127,126,,,node 126 residual,excess-port extraction,,ct.ct6|graph.ct6,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node127.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node127.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
128,original_erdos_64_proof.tex node 128,127,,,node 127 residual,canonical surplus-port activation,,ct.ct6|graph.ct6,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node128.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node128.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
129,original_erdos_64_proof.tex node 129,128,,,node 128 residual,full active family and baseline,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node129.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node129.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
130,original_erdos_64_proof.tex node 130,129,,,node 129 residual,free-or-blocked pair decision,,ct.ct10|graph.ct10,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node130.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node130.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
131,original_erdos_64_proof.tex node 131,130,,,node 130 residual,free-pair entropy bound,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node131.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node131.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
132,original_erdos_64_proof.tex node 132,130,,,node 130 residual,blocked-pair routing decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node132.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node132.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
133,original_erdos_64_proof.tex node 133,132,,,node 132 residual,sparse surplus exit terminal,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node133.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node133.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
134,original_erdos_64_proof.tex node 134,132,,,node 132 residual,canonical blocker ledger,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node134.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node134.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
135,original_erdos_64_proof.tex node 135,134,,,node 134 residual,window-join pressure identity,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node135.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node135.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
136,original_erdos_64_proof.tex node 136,135,,,node 135 residual,tokenized blocked-pair ledger,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node136.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node136.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
137,original_erdos_64_proof.tex node 137,131|136,,,nodes 131|136 join,coupled overload decision,,ct.ct9|graph.ct9,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node137.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node137.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
138,original_erdos_64_proof.tex node 138,137,,,node 137 residual,near-cubic spine terminal,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node138.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node138.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
139,original_erdos_64_proof.tex node 139,137,,,node 137 residual,window-token-class decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node139.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node139.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
140,original_erdos_64_proof.tex node 140,139,,,node 139 residual,window-incidence geometric audit,,ct.ct7|graph.ct7,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node140.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node140.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
141,original_erdos_64_proof.tex node 141,139,,,node 139 residual,remainder-token-class decision,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node141.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node141.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
142,original_erdos_64_proof.tex node 142,141,,,node 141 residual,remainder-surplus geometric audit,,ct.ct7|graph.ct7,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node142.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node142.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
143,original_erdos_64_proof.tex node 143,141,,,node 141 residual,primitive-carrier geometric audit,,ct.ct7|graph.ct7,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node143.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node143.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
144,original_erdos_64_proof.tex node 144,140|142|143,,,nodes 140|142|143 join,homogeneous bottleneck discharge,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node144.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node144.lean,missing,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,paper node lacks direct facade; legacy declaration binding and clean baseline required
145,original_erdos_64_proof.tex node 145,24,examples/erdos_64_eg/Erdos64EG/Node145.lean,,node 24 residual,hot-cold window interface,,,examples/hypostructure_erdos_64_eg/HypostructureErdos64EG/Node145.lean,examples/hypostructure_parity/HypostructureParity/Erdos64EG/Node145.lean,fresh,missing,not_run,not_assessed,not_captured,generated/examples/erdos-64.json,inventoried,clean baseline not frozen
